Predator,Prey,PredIndex,PreyIndex,Interacts,Mean
"Juvenile Haddock (0-1, 0-20cm)","Megrim",17,42,0,0
"Juvenile Haddock (0-1, 0-20cm)","Halibut",17,43,0,0
"Juvenile Haddock (0-1, 0-20cm)","Dragonets",17,44,1,9.90101E-05
"Juvenile Haddock (0-1, 0-20cm)","Catfish (Wolf-fish)",17,45,0,0
"Juvenile Haddock (0-1, 0-20cm)","Large demersal fish",17,46,0,0
"Juvenile Haddock (0-1, 0-20cm)","Small demersal fish",17,47,1,0.002100214
"Juvenile Haddock (0-1, 0-20cm)","Miscellaneous filterfeeding pelagic fish",17,48,0,0
"Juvenile Haddock (0-1, 0-20cm)","Squid & cuttlefish",17,49,1,0.01310134
"Juvenile Haddock (0-1, 0-20cm)","Fish larvae",17,50,0,0
"Juvenile Haddock (0-1, 0-20cm)","Carnivorous zooplankton",17,51,1,0.1003102
"Juvenile Haddock (0-1, 0-20cm)","Herbivorous & Omnivorous zooplankton (copepods)",17,52,1,0.05020512
"Juvenile Haddock (0-1, 0-20cm)","Gelatinous zooplankton",17,53,0,0
"Juvenile Haddock (0-1, 0-20cm)","Large crabs",17,54,1,0.004100418
"Juvenile Haddock (0-1, 0-20cm)","Nephrops",17,55,1,0.0002000204
"Juvenile Haddock (0-1, 0-20cm)","Epifaunal macrobenthos (mobile grazers)",17,56,1,0.1130115
"Juvenile Haddock (0-1, 0-20cm)","Infaunal macrobenthos",17,57,1,0.2510256
"Juvenile Haddock (0-1, 0-20cm)","Shrimp",17,58,1,0.03950403
"Juvenile Haddock (0-1, 0-20cm)","Small mobile epifauna (swarming crustaceans)",17,59,1,0.04070415
"Juvenile Haddock (0-1, 0-20cm)","Small infauna (polychaetes)",17,60,1,0.2193224
"Juvenile Haddock (0-1, 0-20cm)","Sessile epifauna",17,61,1,0.00520053
"Juvenile Haddock (0-1, 0-20cm)","Meiofauna",17,62,1,0.0002000204
"Juvenile Haddock (0-1, 0-20cm)","Benthic microflora (incl. Bacteria, protozoa))",17,63,0,0
"Juvenile Haddock (0-1, 0-20cm)","Planktonic microflora (incl. Bacteria, protozoa)",17,64,0,0
"Juvenile Haddock (0-1, 0-20cm)","Phytoplankton",17,65,0,0
"Juvenile Haddock (0-1, 0-20cm)","Detritus - DOM -water column",17,66,0,0
"Juvenile Haddock (0-1, 0-20cm)","Detritus - POM - sediment",17,67,0,0
"Juvenile Haddock (0-1, 0-20cm)","Discards",17,68,0,0
"Haddock (adult)",Imports, 18,0,0,0
"Haddock (adult)","Baleen whales",18,1,0,0
"Haddock (adult)","Toothed whales",18,2,0,0
"Haddock (adult)","Seals",18,3,0,0
"Haddock (adult)","Seabirds",18,4,0,0
"Haddock (adult)","Juvenile sharks",18,5,0,0
"Haddock (adult)","Spurdog",18,6,0,0
"Haddock (adult)","Large piscivorous sharks",18,7,0,0
"Haddock (adult)","Small sharks",18,8,0,0
"Haddock (adult)","Juvenile rays",18,9,0,0
"Haddock (adult)","Starry ray + others",18,10,0,0
"Haddock (adult)","Thornback & Spotted ray",18,11,0,0
"Haddock (adult)","Skate + cuckoo ray",18,12,0,0
"Haddock (adult)","Juvenile Cod(0-2, 0-40cm)",18,13,1,0.0001000062
"Haddock (adult)","Cod (adult)",18,14,0,0
"Haddock (adult)","Juvenile Whiting (0-1, 0-20cm)",18,15,0,0
"Haddock (adult)","Whiting (adult)",18,16,0,0
"Haddock (adult)","Juvenile Haddock (0-1, 0-20cm)",18,17,1,0.0005000311
"Haddock (adult)","Haddock (adult)",18,18,0,0
"Haddock (adult)","Juvenile Saithe (0-3, 0-40cm)",18,19,0,0
"Haddock (adult)","Saithe (adult)",18,20,0,0
"Haddock (adult)","Hake",18,21,0,0
"Haddock (adult)","Blue whiting",18,22,0,0
"Haddock (adult)","Norway pout",18,23,1,0.09080564
"Haddock (adult)","Other gadoids (large)",18,24,1,0.003900242
"Haddock (adult)","Other gadoids (small)",18,25,1,0.003800236
"Haddock (adult)","Monkfish",18,26,0,0
"Haddock (adult)","Gurnards",18,27,0,0
"Haddock (adult)","Herring (juvenile 0, 1)",18,28,1,0.001300081
"Haddock (adult)","Herring (adult)",18,29,0,0
"Haddock (adult)","Sprat",18,30,1,0.001000062
"Haddock (adult)","Mackerel",18,31,0,0
"Haddock (adult)","Horse mackerel",18,32,0,0
"Haddock (adult)","Sandeels",18,33,1,0.2955184
"Haddock (adult)","Plaice",18,34,1,3.800236E-05
"Haddock (adult)","Dab",18,35,1,0.0002000124
"Haddock (adult)","Long-rough dab",18,36,1,0.003300205
"Haddock (adult)","Flounder",18,37,0,0
"Haddock (adult)","Sole",18,38,1,0.0002000124
"Haddock (adult)","Lemon sole",18,39,0,0
"Haddock (adult)","Witch",18,40,1,0.0001000062
"Haddock (adult)","Turbot and brill",18,41,0,0
"Haddock (adult)","Megrim",18,42,0,0
"Haddock (adult)","Halibut",18,43,0,0
"Haddock (adult)","Dragonets",18,44,1,0.0005000311
"Haddock (adult)","Catfish (Wolf-fish)",18,45,0,0
"Haddock (adult)","Large demersal fish",18,46,1,0.0001000062
"Haddock (adult)","Small demersal fish",18,47,1,0.001200075
"Haddock (adult)","Miscellaneous filterfeeding pelagic fish",18,48,1,0.0003000186
"Haddock (adult)","Squid & cuttlefish",18,49,1,0.002500155
"Haddock (adult)","Fish larvae",18,50,0,0
"Haddock (adult)","Carnivorous zooplankton",18,51,1,0.05940369
"Haddock (adult)","Herbivorous & Omnivorous zooplankton (copepods)",18,52,0,0
"Haddock (adult)","Gelatinous zooplankton",18,53,0,0
"Haddock (adult)","Large crabs",18,54,1,0.02020125
"Haddock (adult)","Nephrops",18,55,1,0.05030312
"Haddock (adult)","Epifaunal macrobenthos (mobile grazers)",18,56,1,0.2014125
"Haddock (adult)","Infaunal macrobenthos",18,57,1,0.1511094
"Haddock (adult)","Shrimp",18,58,1,0.008800547
"Haddock (adult)","Small mobile epifauna (swarming crustaceans)",18,59,1,0.009400584
"Haddock (adult)","Small infauna (polychaetes)",18,60,1,0.08540531
"Haddock (adult)","Sessile epifauna",18,61,1,0.007300454
"Haddock (adult)","Meiofauna",18,62,1,0.001300081
"Haddock (adult)","Benthic microflora (incl. Bacteria, protozoa))",18,63,0,0
"Haddock (adult)","Planktonic microflora (incl. Bacteria, protozoa)",18,64,0,0
"Haddock (adult)","Phytoplankton",18,65,0,0
"Haddock (adult)","Detritus - DOM -water column",18,66,0,0
"Haddock (adult)","Detritus - POM - sediment",18,67,0,0
"Haddock (adult)","Discards",18,68,0,0
"Juvenile Saithe (0-3, 0-40cm)",Imports, 19,0,0,0
"Juvenile Saithe (0-3, 0-40cm)","Baleen whales",19,1,0,0
"Juvenile Saithe (0-3, 0-40cm)","Toothed whales",19,2,0,0
"Juvenile Saithe (0-3, 0-40cm)","Seals",19,3,0,0
"Juvenile Saithe (0-3, 0-40cm)","Seabirds",19,4,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile sharks",19,5,0,0
"Juvenile Saithe (0-3, 0-40cm)","Spurdog",19,6,0,0
"Juvenile Saithe (0-3, 0-40cm)","Large piscivorous sharks",19,7,0,0
"Juvenile Saithe (0-3, 0-40cm)","Small sharks",19,8,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile rays",19,9,0,0
"Juvenile Saithe (0-3, 0-40cm)","Starry ray + others",19,10,0,0
"Juvenile Saithe (0-3, 0-40cm)","Thornback & Spotted ray",19,11,0,0
"Juvenile Saithe (0-3, 0-40cm)","Skate + cuckoo ray",19,12,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile Cod(0-2, 0-40cm)",19,13,0,0
"Juvenile Saithe (0-3, 0-40cm)","Cod (adult)",19,14,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile Whiting (0-1, 0-20cm)",19,15,1,0.0005999899
"Juvenile Saithe (0-3, 0-40cm)","Whiting (adult)",19,16,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile Haddock (0-1, 0-20cm)",19,17,1,9.99983E-05
"Juvenile Saithe (0-3, 0-40cm)","Haddock (adult)",19,18,0,0
"Juvenile Saithe (0-3, 0-40cm)","Juvenile Saithe (0-3, 0-40cm)",19,19,0,0
"Juvenile Saithe (0-3, 0-40cm)","Saithe (adult)",19,20,0,0
"Juvenile Saithe (0-3, 0-40cm)","Hake",19,21,0,0
"Juvenile Saithe (0-3, 0-40cm)","Blue whiting",19,22,0,0
"Juvenile Saithe (0-3, 0-40cm)","Norway pout",19,23,1,0.238796
"Juvenile Saithe (0-3, 0-40cm)","Other gadoids (large)",19,24,0,0
"Juvenile Saithe (0-3, 0-40cm)","Other gadoids (small)",19,25,1,0.02089965
"Juvenile Saithe (0-3, 0-40cm)","Monkfish",19,26,0,0
"Juvenile Saithe (0-3, 0-40cm)","Gurnards",19,27,0,0
"Juvenile Saithe (0-3, 0-40cm)","Herring (juvenile 0, 1)",19,28,1,1.699971E-05
"Juvenile Saithe (0-3, 0-40cm)","Herring (adult)",19,29,0,0
"Juvenile Saithe (0-3, 0-40cm)","Sprat",19,30,1,0.115398
"Juvenile Saithe (0-3, 0-40cm)","Mackerel",19,31,0,0
"Juvenile Saithe (0-3, 0-40cm)","Horse mackerel",19,32,0,0
"Juvenile Saithe (0-3, 0-40cm)","Sandeels",19,33,1,0.009499839
"Juvenile Saithe (0-3, 0-40cm)","Plaice",19,34,0,0
"Juvenile Saithe (0-3, 0-40cm)","Dab",19,35,0,0
"Juvenile Saithe (0-3, 0-40cm)","Long-rough dab",19,36,0,0
"Juvenile Saithe (0-3, 0-40cm)","Flounder",19,37,0,0
"Juvenile Saithe (0-3, 0-40cm)","Sole",19,38,0,0
"Juvenile Saithe (0-3, 0-40cm)","Lemon sole",19,39,0,0
"Juvenile Saithe (0-3, 0-40cm)","Witch",19,40,0,0
"Juvenile Saithe (0-3, 0-40cm)","Turbot and brill",19,41,0,0
"Juvenile Saithe (0-3, 0-40cm)","Megrim",19,42,0,0
"Juvenile Saithe (0-3, 0-40cm)","Halibut",19,43,0,0
"Juvenile Saithe (0-3, 0-40cm)","Dragonets",19,44,0,0
"Juvenile Saithe (0-3, 0-40cm)","Catfish (Wolf-fish)",19,45,0,0
"Juvenile Saithe (0-3, 0-40cm)","Large demersal fish",19,46,0,0
"Juvenile Saithe (0-3, 0-40cm)","Small demersal fish",19,47,0,0
"Juvenile Saithe (0-3, 0-40cm)","Miscellaneous filterfeeding pelagic fish",19,48,1,0.01059982
"Juvenile Saithe (0-3, 0-40cm)","Squid & cuttlefish",19,49,1,0.00649989
"Juvenile Saithe (0-3, 0-40cm)","Fish larvae",19,50,0,0
"Juvenile Saithe (0-3, 0-40cm)","Carnivorous zooplankton",19,51,1,0.3370943
"Juvenile Saithe (0-3, 0-40cm)","Herbivorous & Omnivorous zooplankton (copepods)",19,52,1,0.2324961
"Juvenile Saithe (0-3, 0-40cm)","Gelatinous zooplankton",19,53,0,0
"Juvenile Saithe (0-3, 0-40cm)","Large crabs",19,54,0,0
"Juvenile Saithe (0-3, 0-40cm)","Nephrops",19,55,0,0
"Juvenile Saithe (0-3, 0-40cm)","Epifaunal macrobenthos (mobile grazers)",19,56,1,0.0001999966
"Juvenile Saithe (0-3, 0-40cm)","Infaunal macrobenthos",19,57,1,0.007299877
"Juvenile Saithe (0-3, 0-40cm)","Shrimp",19,58,1,0.005199912
"Juvenile Saithe (0-3, 0-40cm)","Small mobile epifauna (swarming crustaceans)",19,59,1,0.01419976
"Juvenile Saithe (0-3, 0-40cm)","Small infauna (polychaetes)",19,60,1,0.001099981
"Juvenile Saithe (0-3, 0-40cm)","Sessile epifauna",19,61,0,0
"Juvenile Saithe (0-3, 0-40cm)","Meiofauna",19,62,0,0
"Juvenile Saithe (0-3, 0-40cm)","Benthic microflora (incl. Bacteria, protozoa))",19,63,0,0
"Juvenile Saithe (0-3, 0-40cm)","Planktonic microflora (incl. Bacteria, protozoa)",19,64,0,0
"Juvenile Saithe (0-3, 0-40cm)","Phytoplankton",19,65,0,0
"Juvenile Saithe (0-3, 0-40cm)","Detritus - DOM -water column",19,66,0,0
"Juvenile Saithe (0-3, 0-40cm)","Detritus - POM - sediment",19,67,0,0
"Juvenile Saithe (0-3, 0-40cm)","Discards",19,68,0,0
"Saithe (adult)",Imports, 20,0,0,0
"Saithe (adult)","Baleen whales",20,1,0,0
"Saithe (adult)","Toothed whales",20,2,0,0
"Saithe (adult)","Seals",20,3,0,0
"Saithe (adult)","Seabirds",20,4,0,0
"Saithe (adult)","Juvenile sharks",20,5,0,0
"Saithe (adult)","Spurdog",20,6,0,0
"Saithe (adult)","Large piscivorous sharks",20,7,0,0
"Saithe (adult)","Small sharks",20,8,0,0
"Saithe (adult)","Juvenile rays",20,9,0,0
"Saithe (adult)","Starry ray + others",20,10,0,0
"Saithe (adult)","Thornback & Spotted ray",20,11,0,0
"Saithe (adult)","Skate + cuckoo ray",20,12,0,0
"Saithe (adult)","Juvenile Cod(0-2, 0-40cm)",20,13,0,0
"Saithe (adult)","Cod (adult)",20,14,0,0
"Saithe (adult)","Juvenile Whiting (0-1, 0-20cm)",20,15,1,0.0003548272
"Saithe (adult)","Whiting (adult)",20,16,1,0.02088473
"Saithe (adult)","Juvenile Haddock (0-1, 0-20cm)",20,17,1,0.0006968679
"Saithe (adult)","Haddock (adult)",20,18,1,0.002131095
"Saithe (adult)","Juvenile Saithe (0-3, 0-40cm)",20,19,0,0
"Saithe (adult)","Saithe (adult)",20,20,0,0
"Saithe (adult)","Hake",20,21,0,0
"Saithe (adult)","Blue whiting",20,22,1,0.03622861
"Saithe (adult)","Norway pout",20,23,1,0.3428931
"Saithe (adult)","Other gadoids (large)",20,24,0,0
"Saithe (adult)","Other gadoids (small)",20,25,1,0.03857281
"Saithe (adult)","Monkfish",20,26,0,0
"Saithe (adult)","Gurnards",20,27,1,0.0003196642
"Saithe (adult)","Herring (juvenile 0, 1)",20,28,1,0.004155634
"Saithe (adult)","Herring (adult)",20,29,1,0.202454
"Saithe (adult)","Sprat",20,30,1,0.06041653
"Saithe (adult)","Mackerel",20,31,1,0.004049079
"Saithe (adult)","Horse mackerel",20,32,0,0
"Saithe (adult)","Sandeels",20,33,1,0.0214175
"Saithe (adult)","Plaice",20,34,0,0
"Saithe (adult)","Dab",20,35,1,0.0006393284
"Saithe (adult)","Long-rough dab",20,36,1,0.0004262189
"Saithe (adult)","Flounder",20,37,0,0
"Saithe (adult)","Sole",20,38,0,0
"Saithe (adult)","Lemon sole",20,39,0,0
"Saithe (adult)","Witch",20,40,0,0
"Saithe (adult)","Turbot and brill",20,41,0,0
"Saithe (adult)","Megrim",20,42,0,0
"Saithe (adult)","Halibut",20,43,0,0
"Saithe (adult)","Dragonets",20,44,0,0
"Saithe (adult)","Catfish (Wolf-fish)",20,45,0,0
"Saithe (adult)","Large demersal fish",20,46,1,0.0001054892
"Saithe (adult)","Small demersal fish",20,47,1,0.0001054892
"Saithe (adult)","Miscellaneous filterfeeding pelagic fish",20,48,1,0.01097514
"Saithe (adult)","Squid & cuttlefish",20,49,1,0.002557314
"Saithe (adult)","Fish larvae",20,50,0,0
"Saithe (adult)","Carnivorous zooplankton",20,51,1,0.132341
"Saithe (adult)","Herbivorous & Omnivorous zooplankton (copepods)",20,52,1,0.1102841
"Saithe (adult)","Gelatinous zooplankton",20,53,0,0
"Saithe (adult)","Large crabs",20,54,0,0
"Saithe (adult)","Nephrops",20,55,0,0
"Saithe (adult)","Epifaunal macrobenthos (mobile grazers)",20,56,1,0.0002131094
"Saithe (adult)","Infaunal macrobenthos",20,57,0,0
"Saithe (adult)","Shrimp",20,58,1,0.001278657
"Saithe (adult)","Small mobile epifauna (swarming crustaceans)",20,59,1,0.006073619
"Saithe (adult)","Small infauna (polychaetes)",20,60,1,0.0004262189
"Saithe (adult)","Sessile epifauna",20,61,0,0
"Saithe (adult)","Meiofauna",20,62,0,0
"Saithe (adult)","Benthic microflora (incl. Bacteria, protozoa))",20,63,0,0
"Saithe (adult)","Planktonic microflora (incl. Bacteria, protozoa)",20,64,0,0
"Saithe (adult)","Phytoplankton",20,65,0,0
"Saithe (adult)","Detritus - DOM -water column",20,66,0,0
"Saithe (adult)","Detritus - POM - sediment",20,67,0,0
"Saithe (adult)","Discards",20,68,0,0
"Hake",Imports, 21,0,0,0
"Hake","Baleen whales",21,1,0,0
"Hake","Toothed whales",21,2,0,0
"Hake","Seals",21,3,0,0
"Hake","Seabirds",21,4,0,0
"Hake","Juvenile sharks",21,5,0,0
"Hake","Spurdog",21,6,0,0
"Hake","Large piscivorous sharks",21,7,0,0
"Hake","Small sharks",21,8,0,0
"Hake","Juvenile rays",21,9,0,0
"Hake","Starry ray + others",21,10,0,0
"Hake","Thornback & Spotted ray",21,11,0,0
"Hake","Skate + cuckoo ray",21,12,0,0
"Hake","Juvenile Cod(0-2, 0-40cm)",21,13,0,0
"Hake","Cod (adult)",21,14,0,0
"Hake","Juvenile Whiting (0-1, 0-20cm)",21,15,1,0.00259974
"Hake","Whiting (adult)",21,16,0,0
"Hake","Juvenile Haddock (0-1, 0-20cm)",21,17,0,0
"Hake","Haddock (adult)",21,18,0,0
"Hake","Juvenile Saithe (0-3, 0-40cm)",21,19,0,0
"Hake","Saithe (adult)",21,20,0,0
"Hake","Hake",21,21,1,0.007399261
"Hake","Blue whiting",21,22,1,0.3256675
"Hake","Norway pout",21,23,1,0.1085892
"Hake","Other gadoids (large)",21,24,0,0
"Hake","Other gadoids (small)",21,25,1,0.0489951
"Hake","Monkfish",21,26,0,0
"Hake","Gurnards",21,27,1,0.0029997
"Hake","Herring (juvenile 0, 1)",21,28,1,0.00229977
"Hake","Herring (adult)",21,29,0,0
"Hake","Sprat",21,30,1,0.1085892
"Hake","Mackerel",21,31,1,0.1731827
"Hake","Horse mackerel",21,32,1,0.1891811
"Hake","Sandeels",21,33,0,0
"Hake","Plaice",21,34,0,0
"Hake","Dab",21,35,0,0
"Hake","Long-rough dab",21,36,0,0
"Hake","Flounder",21,37,0,0
"Hake","Sole",21,38,0,0
"Hake","Lemon sole",21,39,0,0
"Hake","Witch",21,40,0,0
"Hake","Turbot and brill",21,41,0,0
"Hake","Megrim",21,42,0,0
"Hake","Halibut",21,43,0,0
"Hake","Dragonets",21,44,0,0
"Hake","Catfish (Wolf-fish)",21,45,0,0
"Hake","Large demersal fish",21,46,0,0
"Hake","Small demersal fish",21,47,1,0.01679832
"Hake","Miscellaneous filterfeeding pelagic fish",21,48,1,0.01109889
"Hake","Squid & cuttlefish",21,49,1,0.00119988
"Hake","Fish larvae",21,50,0,0
"Hake","Carnivorous zooplankton",21,51,0,0
"Hake","Herbivorous & Omnivorous zooplankton (copepods)",21,52,0,0
"Hake","Gelatinous zooplankton",21,53,0,0
"Hake","Large crabs",21,54,1,0.00019998
"Hake","Nephrops",21,55,0,0
"Hake","Epifaunal macrobenthos (mobile grazers)",21,56,1,0.00109989
"Hake","Infaunal macrobenthos",21,57,0,0
"Hake","Shrimp",21,58,1,9.999001E-05
"Hake","Small mobile epifauna (swarming crustaceans)",21,59,0,0
"Hake","Small infauna (polychaetes)",21,60,0,0
"Hake","Sessile epifauna",21,61,0,0
"Hake","Meiofauna",21,62,0,0
"Hake","Benthic microflora (incl. Bacteria, protozoa))",21,63,0,0
"Hake","Planktonic microflora (incl. Bacteria, protozoa)",21,64,0,0
"Hake","Phytoplankton",21,65,0,0
"Hake","Detritus - DOM -water column",21,66,0,0
"Hake","Detritus - POM - sediment",21,67,0,0
"Hake","Discards",21,68,0,0
"Blue whiting",Imports, 22,0,0,0
"Blue whiting","Baleen whales",22,1,0,0
"Blue whiting","Toothed whales",22,2,0,0
"Blue whiting","Seals",22,3,0,0
"Blue whiting","Seabirds",22,4,0,0
"Blue whiting","Juvenile sharks",22,5,0,0
"Blue whiting","Spurdog",22,6,0,0
"Blue whiting","Large piscivorous sharks",22,7,0,0
"Blue whiting","Small sharks",22,8,0,0
"Blue whiting","Juvenile rays",22,9,0,0
"Blue whiting","Starry ray + others",22,10,0,0
"Blue whiting","Thornback & Spotted ray",22,11,0,0
"Blue whiting","Skate + cuckoo ray",22,12,0,0
"Blue whiting","Juvenile Cod(0-2, 0-40cm)",22,13,0,0
"Blue whiting","Cod (adult)",22,14,0,0
"Blue whiting","Juvenile Whiting (0-1, 0-20cm)",22,15,0,0
"Blue whiting","Whiting (adult)",22,16,0,0
"Blue whiting","Juvenile Haddock (0-1, 0-20cm)",22,17,0,0
"Blue whiting","Haddock (adult)",22,18,0,0
"Blue whiting","Juvenile Saithe (0-3, 0-40cm)",22,19,0,0
"Blue whiting","Saithe (adult)",22,20,0,0
"Blue whiting","Hake",22,21,0,0
"Blue whiting","Blue whiting",22,22,0,0
"Blue whiting","Norway pout",22,23,1,0.094
"Blue whiting","Other gadoids (large)",22,24,0,0
"Blue whiting","Other gadoids (small)",22,25,0,0
"Blue whiting","Monkfish",22,26,0,0
"Blue whiting","Gurnards",22,27,0,0
"Blue whiting","Herring (juvenile 0, 1)",22,28,0,0
"Blue whiting","Herring (adult)",22,29,0,0
"Blue whiting","Sprat",22,30,1,0.0102
"Blue whiting","Mackerel",22,31,0,0
"Blue whiting","Horse mackerel",22,32,0,0
"Blue whiting","Sandeels",22,33,0,0
"Blue whiting","Plaice",22,34,0,0
"Blue whiting","Dab",22,35,0,0
"Blue whiting","Long-rough dab",22,36,0,0
"Blue whiting","Flounder",22,37,0,0
"Blue whiting","Sole",22,38,0,0
"Blue whiting","Lemon sole",22,39,0,0
"Blue whiting","Witch",22,40,0,0
"Blue whiting","Turbot and brill",22,41,0,0
"Blue whiting","Megrim",22,42,0,0
"Blue whiting","Halibut",22,43,0,0
"Blue whiting","Dragonets",22,44,0,0
"Blue whiting","Catfish (Wolf-fish)",22,45,0,0
"Blue whiting","Large demersal fish",22,46,0,0
"Blue whiting","Small demersal fish",22,47,0,0
"Blue whiting","Miscellaneous filterfeeding pelagic fish",22,48,1,0.0102
"Blue whiting","Squid & cuttlefish",22,49,0,0
"Blue whiting","Fish larvae",22,50,0,0
"Blue whiting","Carnivorous zooplankton",22,51,1,0.6051
"Blue whiting","Herbivorous & Omnivorous zooplankton (copepods)",22,52,1,0.1311
"Blue whiting","Gelatinous zooplankton",22,53,0,0
"Blue whiting","Large crabs",22,54,0,0
"Blue whiting","Nephrops",22,55,0,0
"Blue whiting","Epifaunal macrobenthos (mobile grazers)",22,56,1,0.04830001
"Blue whiting","Infaunal macrobenthos",22,57,0,0
"Blue whiting","Shrimp",22,58,1,0.1009
"Blue whiting","Small mobile epifauna (swarming crustaceans)",22,59,0,0
"Blue whiting","Small infauna (polychaetes)",22,60,1,0.0002
"Blue whiting","Sessile epifauna",22,61,0,0
"Blue whiting","Meiofauna",22,62,0,0
"Blue whiting","Benthic microflora (incl. Bacteria, protozoa))",22,63,0,0
"Blue whiting","Planktonic microflora (incl. Bacteria, protozoa)",22,64,0,0
"Blue whiting","Phytoplankton",22,65,0,0
"Blue whiting","Detritus - DOM -water column",22,66,0,0
"Blue whiting","Detritus - POM - sediment",22,67,0,0
"Blue whiting","Discards",22,68,0,0
"Norway pout",Imports, 23,0,0,0
"Norway pout","Baleen whales",23,1,0,0
"Norway pout","Toothed whales",23,2,0,0
"Norway pout","Seals",23,3,0,0
"Norway pout","Seabirds",23,4,0,0
"Norway pout","Juvenile sharks",23,5,0,0
"Norway pout","Spurdog",23,6,0,0
"Norway pout","Large piscivorous sharks",23,7,0,0
"Norway pout","Small sharks",23,8,0,0
"Norway pout","Juvenile rays",23,9,0,0
"Norway pout","Starry ray + others",23,10,0,0
"Norway pout","Thornback & Spotted ray",23,11,0,0
"Norway pout","Skate + cuckoo ray",23,12,0,0
"Norway pout","Juvenile Cod(0-2, 0-40cm)",23,13,0,0
"Norway pout","Cod (adult)",23,14,0,0
"Norway pout","Juvenile Whiting (0-1, 0-20cm)",23,15,0,0
"Norway pout","Whiting (adult)",23,16,0,0
"Norway pout","Juvenile Haddock (0-1, 0-20cm)",23,17,0,0
"Norway pout","Haddock (adult)",23,18,0,0
"Norway pout","Juvenile Saithe (0-3, 0-40cm)",23,19,0,0
"Norway pout","Saithe (adult)",23,20,0,0
"Norway pout","Hake",23,21,0,0
"Norway pout","Blue whiting",23,22,0,0
"Norway pout","Norway pout",23,23,0,0
"Norway pout","Other gadoids (large)",23,24,0,0
"Norway pout","Other gadoids (small)",23,25,0,0
"Norway pout","Monkfish",23,26,0,0
"Norway pout","Gurnards",23,27,0,0
"Norway pout","Herring (juvenile 0, 1)",23,28,0,0
"Norway pout","Herring (adult)",23,29,0,0
"Norway pout","Sprat",23,30,0,0
"Norway pout","Mackerel",23,31,0,0
"Norway pout","Horse mackerel",23,32,0,0
"Norway pout","Sandeels",23,33,0,0
"Norway pout","Plaice",23,34,0,0
"Norway pout","Dab",23,35,0,0
"Norway pout","Long-rough dab",23,36,0,0
"Norway pout","Flounder",23,37,0,0
"Norway pout","Sole",23,38,0,0
"Norway pout","Lemon sole",23,39,0,0
"Norway pout","Witch",23,40,0,0
"Norway pout","Turbot and brill",23,41,0,0
"Norway pout","Megrim",23,42,0,0
"Norway pout","Halibut",23,43,0,0
"Norway pout","Dragonets",23,44,0,0
"Norway pout","Catfish (Wolf-fish)",23,45,0,0
"Norway pout","Large demersal fish",23,46,0,0
"Norway pout","Small demersal fish",23,47,0,0
"Norway pout","Miscellaneous filterfeeding pelagic fish",23,48,0,0
"Norway pout","Squid & cuttlefish",23,49,0,0
"Norway pout","Fish larvae",23,50,0,0
"Norway pout","Carnivorous zooplankton",23,51,1,0.2857
"Norway pout","Herbivorous & Omnivorous zooplankton (copepods)",23,52,1,0.4762
"Norway pout","Gelatinous zooplankton",23,53,0,0
"Norway pout","Large crabs",23,54,0,0
"Norway pout","Nephrops",23,55,0,0
"Norway pout","Epifaunal macrobenthos (mobile grazers)",23,56,0,0
"Norway pout","Infaunal macrobenthos",23,57,1,0.1905
"Norway pout","Shrimp",23,58,0,0
"Norway pout","Small mobile epifauna (swarming crustaceans)",23,59,1,0.0476
"Norway pout","Small infauna (polychaetes)",23,60,0,0
"Norway pout","Sessile epifauna",23,61,0,0
"Norway pout","Meiofauna",23,62,0,0
"Norway pout","Benthic microflora (incl. Bacteria, protozoa))",23,63,0,0
"Norway pout","Planktonic microflora (incl. Bacteria, protozoa)",23,64,0,0
"Norway pout","Phytoplankton",23,65,0,0
"Norway pout","Detritus - DOM -water column",23,66,0,0
"Norway pout","Detritus - POM - sediment",23,67,0,0
"Norway pout","Discards",23,68,0,0
"Other gadoids (large)",Imports, 24,0,0,0
"Other gadoids (large)","Baleen whales",24,1,0,0
"Other gadoids (large)","Toothed whales",24,2,0,0
"Other gadoids (large)","Seals",24,3,0,0
"Other gadoids (large)","Seabirds",24,4,0,0
"Other gadoids (large)","Juvenile sharks",24,5,0,0
"Other gadoids (large)","Spurdog",24,6,0,0
"Other gadoids (large)","Large piscivorous sharks",24,7,0,0
"Other gadoids (large)","Small sharks",24,8,0,0
"Other gadoids (large)","Juvenile rays",24,9,0,0
"Other gadoids (large)","Starry ray + others",24,10,0,0
"Other gadoids (large)","Thornback & Spotted ray",24,11,0,0
"Other gadoids (large)","Skate + cuckoo ray",24,12,0,0
"Other gadoids (large)","Juvenile Cod(0-2, 0-40cm)",24,13,1,0.0273
"Other gadoids (large)","Cod (adult)",24,14,0,0
"Other gadoids (large)","Juvenile Whiting (0-1, 0-20cm)",24,15,1,0.0046
"Other gadoids (large)","Whiting (adult)",24,16,0,0
"Other gadoids (large)","Juvenile Haddock (0-1, 0-20cm)",24,17,1,0.0002
"Other gadoids (large)","Haddock (adult)",24,18,0,0
"Other gadoids (large)","Juvenile Saithe (0-3, 0-40cm)",24,19,0,0
